zip_code,city,state,address_example,overall_grade,violent_crime_grade,property_crime_grade,violent_crimes_per_1000,property_crimes_per_1000,total_crimes_per_1000,cost_of_crime_per_household_usd,confidence,retrievedAtUtc
37203,Nashville,TN,1483 Cedar St,C,F,C,7,17.6,24.6,481,0.85,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,1991 Main St,A,A,C,3.4,9.7,13.1,389,0.88,2025-10-26T17:00:57.487ZZ
98101,Seattle,WA,1251 Washington Ave,C,B,B,10.1,31.8,41.9,579,0.85,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,1783 Main St,D,D,B,12.3,39.2,51.5,544,0.92,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,224 Washington Ave,C,B,C,20,60.1,80.1,927,0.87,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,5330 Canal St,B,A,C,3.9,10.9,14.8,382,0.95,2025-10-26T17:00:57.487ZZ
77002,Houston,TX,4143 Peachtree St NE,C,D,A,8.6,23.8,32.4,448,0.88,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,1186 1st Ave,C,D,B,10.7,34.9,45.6,471,0.94,2025-10-26T17:00:57.487ZZ
10001,New York,NY,8189 Pine St,C,C,C,12,31.4,43.4,645,0.94,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,9915 Collins Ave,A,D,C,3.4,10.8,14.2,350,0.9,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,281 Mission St,D,D,F,34.9,109.3,144.2,1043,0.87,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,3697 Canal St,D,D,C,16.7,54.2,70.9,697,0.92,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,3994 Pine St,A,B,D,1.5,4,5.5,321,0.86,2025-10-26T17:00:57.487ZZ
10003,New York,NY,4368 Pine St,C,D,D,10.1,33.8,43.9,432,0.84,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,3598 Oak St,B,A,B,6.6,23.4,30,525,0.95,2025-10-26T17:00:57.487ZZ
77002,Houston,TX,3389 1st Ave,C,C,F,13.3,44.2,57.5,652,0.91,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,1406 Main St,D,B,C,21.7,58.9,80.6,548,0.93,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,353 Oak St,B,C,C,3,7.7,10.7,357,0.93,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,2897 Pine St,C,D,B,19.8,67.9,87.7,691,0.82,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,5172 Peachtree St NE,C,D,D,11.2,41,52.2,617,0.82,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,7527 Market St,B,B,C,7.9,26.1,34,485,0.93,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,7488 Canal St,D,A,D,21.8,64,85.8,796,0.83,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,5899 Mission St,A,D,C,1.1,3,4.1,326,0.95,2025-10-26T17:00:57.487ZZ
10003,New York,NY,7147 Maple Ave,D,D,D,22.6,85.4,108,885,0.85,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,7793 Main St,D,D,D,18.9,67.6,86.5,730,0.81,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,312 Collins Ave,C,B,C,10.7,28.2,38.9,444,0.91,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,9380 Peachtree St NE,A,C,D,1.6,5.5,7.1,352,0.95,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,2937 Market St,D,B,C,30.4,79.3,109.7,820,0.8,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,4140 Collins Ave,C,C,C,8.6,27.8,36.4,416,0.85,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,4858 Collins Ave,B,A,C,4.1,14.1,18.2,397,0.84,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,8660 Fulton St,C,D,D,10.1,33.4,43.5,580,0.9,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,5580 Elm St,D,B,A,22.2,76.3,98.5,777,0.82,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,8574 Lexington Ave,B,D,B,4.2,14,18.2,409,0.89,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,4779 Fulton St,C,B,A,12.1,39.9,52,478,0.81,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,1549 Market St,C,C,D,5,12.7,17.7,386,0.81,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,2855 Fulton St,C,B,C,19.1,65.6,84.7,592,0.81,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,7692 Fulton St,D,D,D,11.7,35.9,47.6,557,0.84,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,6370 1st Ave,C,C,A,11.2,33,44.2,557,0.87,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,7488 Peachtree St NE,F,C,D,15.6,45.2,60.8,762,0.8,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,3184 Pine St,B,C,D,6.7,24.9,31.6,480,0.93,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,6430 Collins Ave,B,C,D,9.4,34.8,44.2,606,0.91,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,9513 1st Ave,D,F,B,10.9,40.8,51.7,679,0.86,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,3487 Lexington Ave,D,A,B,16.4,41.1,57.5,647,0.9,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,6304 Lexington Ave,A,B,C,3.7,14.4,18.1,378,0.92,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,9786 Canal St,C,D,D,8.3,27.7,36,571,0.85,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,6269 Lexington Ave,B,C,A,7.9,21.4,29.3,456,0.93,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,1148 Oak St,D,D,D,26,89.9,115.9,1045,0.92,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,4186 Mission St,D,B,D,16.9,47,63.9,747,0.83,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,2659 Collins Ave,F,B,C,36.2,98.3,134.5,1159,0.81,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,7963 Pine St,C,C,B,13.6,44.6,58.2,646,0.85,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,4439 Lexington Ave,B,C,B,10,33,43,572,0.93,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,496 Lexington Ave,C,B,D,15.3,39.3,54.6,552,0.93,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,7221 Elm St,A,C,B,4.8,14,18.8,428,0.85,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,817 Cedar St,D,C,C,24.9,82.5,107.4,732,0.91,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,7298 Broadway,D,F,B,34.7,100.5,135.2,747,0.86,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,862 Oak St,C,B,A,16.6,47.6,64.2,594,0.84,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,7086 Collins Ave,D,C,A,19.2,71.9,91.1,603,0.89,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,7942 Lexington Ave,D,B,D,30.4,95.5,125.9,771,0.93,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,1404 Main St,A,B,C,2.4,8.3,10.7,340,0.91,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,5951 Canal St,D,D,B,20.1,53.6,73.7,877,0.92,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,996 Lexington Ave,C,B,D,10,37,47,453,0.87,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,2045 Canal St,C,B,D,17.9,65.1,83,753,0.87,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,2282 Elm St,A,B,B,2.1,7.9,10,371,0.86,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,7816 Pine St,B,D,D,8.3,21.8,30.1,536,0.82,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,1512 Market St,A,C,D,4.8,17,21.8,418,0.87,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,9869 Peachtree St NE,A,D,B,3.3,10.3,13.6,384,0.92,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,9957 Main St,C,C,F,18.6,54.8,73.4,841,0.92,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,5176 Market St,B,D,D,3.1,9.4,12.5,364,0.81,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,8583 Cedar St,B,B,A,2.1,6.1,8.2,350,0.83,2025-10-26T17:00:57.487ZZ
02115,Boston,MA,1195 Broadway,A,A,D,2.2,6.8,9,361,0.81,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,42 Market St,C,C,D,18.7,48.5,67.2,665,0.84,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,9224 Oak St,B,D,D,9.9,30.5,40.4,607,0.87,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,1765 Elm St,D,D,C,8.7,29.7,38.4,496,0.84,2025-10-26T17:00:57.487ZZ
10003,New York,NY,3304 Broadway,D,C,D,21.9,76.9,98.8,921,0.81,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,749 Fulton St,C,D,B,5.8,20.9,26.7,444,0.92,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,8004 Oak St,D,B,B,21.4,68.4,89.8,730,0.82,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,7730 Mission St,C,A,C,7.8,27.2,35,557,0.8,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,231 Maple Ave,D,D,C,21.3,66.6,87.9,989,0.81,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,3178 Peachtree St NE,F,B,B,35.9,143.2,179.1,939,0.89,2025-10-26T17:00:57.487ZZ
10002,New York,NY,3826 Canal St,D,C,F,10.3,34.5,44.8,496,0.94,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,4855 Oak St,B,B,F,3.9,11.1,15,388,0.89,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,3926 Collins Ave,D,D,D,15.7,47.2,62.9,747,0.87,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,7484 Maple Ave,B,F,C,6.3,20.5,26.8,426,0.93,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,7381 Broadway,D,D,C,8.9,24.6,33.5,506,0.92,2025-10-26T17:00:57.487ZZ
94103,San Francisco,CA,1614 Maple Ave,D,C,C,19.2,65,84.2,888,0.95,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,6253 Main St,A,C,C,1.6,4,5.6,336,0.91,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,4692 Canal St,A,C,D,4.7,15,19.7,390,0.84,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,2790 Main St,D,B,D,22.3,72.2,94.5,899,0.93,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,3922 Broadway,C,C,B,12.8,43.5,56.3,746,0.92,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,165 1st Ave,B,C,D,4,12.2,16.2,389,0.88,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,3376 Collins Ave,B,F,D,6.7,23.5,30.2,523,0.93,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,6744 Elm St,D,D,F,11.8,39.8,51.6,550,0.84,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,2335 Fulton St,D,C,B,7.5,19.1,26.6,399,0.83,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,3546 Lexington Ave,D,D,C,30.5,116.7,147.2,993,0.92,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,5330 Washington Ave,F,D,B,18,61.7,79.7,676,0.8,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,5494 Washington Ave,B,B,B,4.8,15.2,20,366,0.87,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,9477 Market St,D,F,B,11.9,42.9,54.8,676,0.87,2025-10-26T17:00:57.487ZZ
85001,Phoenix,AZ,9168 Cedar St,A,D,D,1.5,4.9,6.4,319,0.9,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,4462 Peachtree St NE,D,D,D,12.5,36.5,49,497,0.88,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,5387 Pine St,D,D,A,22.1,78.8,100.9,758,0.81,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,782 Collins Ave,C,C,B,6,17.3,23.3,464,0.94,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,5976 Cedar St,C,B,B,4.7,12.1,16.8,353,0.87,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,7219 Elm St,C,A,D,12.3,41.3,53.6,653,0.88,2025-10-26T17:00:57.487ZZ
77002,Houston,TX,8208 Collins Ave,D,B,C,16.3,61.6,77.9,543,0.83,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,7318 Main St,A,F,D,1.3,3.8,5.1,340,0.87,2025-10-26T17:00:57.487ZZ
10001,New York,NY,2816 Canal St,C,C,F,10.9,38,48.9,529,0.84,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,7523 Main St,D,D,B,15.2,41.4,56.6,679,0.81,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,7862 Oak St,F,B,A,47.6,124.5,172.1,1461,0.83,2025-10-26T17:00:57.487ZZ
10003,New York,NY,4179 Lexington Ave,A,B,A,3.5,9.2,12.7,392,0.94,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,1143 Mission St,B,B,F,9.8,30.9,40.7,570,0.84,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,7266 Elm St,B,B,C,9.3,25.9,35.2,409,0.84,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,3886 Broadway,B,A,B,3.6,9.7,13.3,356,0.94,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,6174 Broadway,B,D,C,7.5,23.1,30.6,511,0.83,2025-10-26T17:00:57.487ZZ
85001,Phoenix,AZ,6257 Pine St,F,D,C,36.8,122.9,159.7,927,0.84,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,1227 Collins Ave,D,D,D,28.8,97.2,126,1199,0.91,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,6832 Maple Ave,B,D,C,6.2,24.4,30.6,526,0.82,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,8583 Maple Ave,C,D,D,14.3,36.2,50.5,549,0.83,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,6808 Oak St,B,C,D,3.8,14.7,18.5,431,0.91,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,6044 Pine St,C,C,F,18.4,52.4,70.8,543,0.92,2025-10-26T17:00:57.487ZZ
10002,New York,NY,4679 Fulton St,A,A,D,1.2,4.7,5.9,331,0.91,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,935 Oak St,B,D,C,8.3,21.7,30,449,0.8,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,3384 Broadway,C,C,F,14.6,45.5,60.1,508,0.93,2025-10-26T17:00:57.487ZZ
10002,New York,NY,6460 Market St,D,C,B,20.7,79,99.7,787,0.87,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,752 Pine St,B,C,B,8.5,30,38.5,557,0.84,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,4351 Pine St,D,C,D,31.9,101.6,133.5,1075,0.92,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,9969 Fulton St,D,C,B,21.2,73,94.2,773,0.9,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,6136 Cedar St,B,C,A,9.1,24.5,33.6,468,0.9,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,9412 Fulton St,C,F,F,6.9,26.5,33.4,425,0.93,2025-10-26T17:00:57.487ZZ
94103,San Francisco,CA,2727 Pine St,F,D,A,31,95.5,126.5,931,0.8,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,2565 Broadway,C,D,B,11.5,43,54.5,702,0.91,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,5221 Broadway,B,A,A,5.6,20.4,26,383,0.85,2025-10-26T17:00:57.487ZZ
02115,Boston,MA,1594 Canal St,C,C,D,13.4,34.2,47.6,668,0.84,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,3716 Oak St,C,B,C,10.3,31.9,42.2,521,0.94,2025-10-26T17:00:57.487ZZ
02115,Boston,MA,1393 Cedar St,B,D,C,5.1,17.5,22.6,380,0.85,2025-10-26T17:00:57.487ZZ
10003,New York,NY,6241 Cedar St,C,D,C,6.3,21.6,27.9,518,0.94,2025-10-26T17:00:57.487ZZ
10001,New York,NY,7286 Elm St,D,D,C,32.8,91.1,123.9,1006,0.91,2025-10-26T17:00:57.487ZZ
98101,Seattle,WA,385 Cedar St,B,C,B,7.8,21,28.8,394,0.95,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,288 Main St,C,B,C,5,19.3,24.3,420,0.89,2025-10-26T17:00:57.487ZZ
75201,Dallas,TX,503 Market St,F,C,D,15.3,46.2,61.5,715,0.87,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,335 1st Ave,D,F,F,25.3,95.9,121.2,718,0.81,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,477 1st Ave,C,A,F,8.1,23.2,31.3,441,0.85,2025-10-26T17:00:57.487ZZ
02115,Boston,MA,1298 Pine St,C,D,D,5.3,16.8,22.1,411,0.87,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,7167 Mission St,B,D,B,2.5,6.3,8.8,363,0.91,2025-10-26T17:00:57.487ZZ
10002,New York,NY,1954 Maple Ave,A,D,B,3,8.9,11.9,361,0.88,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,1786 1st Ave,D,C,C,10.3,35.4,45.7,577,0.86,2025-10-26T17:00:57.487ZZ
85001,Phoenix,AZ,7258 Peachtree St NE,A,C,D,3.2,11.6,14.8,380,0.91,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,6456 Market St,C,B,D,13.6,45.7,59.3,665,0.86,2025-10-26T17:00:57.487ZZ
60629,Chicago,IL,5715 Elm St,B,D,D,7,26.2,33.2,516,0.89,2025-10-26T17:00:57.487ZZ
90001,Los Angeles,CA,5732 Collins Ave,A,A,C,3.8,11,14.8,408,0.92,2025-10-26T17:00:57.487ZZ
02115,Boston,MA,1177 Collins Ave,A,B,B,4.7,15.5,20.2,385,0.89,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,9305 Elm St,D,D,D,14.3,50,64.3,602,0.93,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,8268 Mission St,D,B,A,21.1,72.5,93.6,815,0.88,2025-10-26T17:00:57.487ZZ
10002,New York,NY,1649 Broadway,C,D,C,19.7,54.9,74.6,859,0.85,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,5827 Canal St,D,B,C,19.5,56.5,76,814,0.92,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,2700 Elm St,B,F,C,8.1,31.2,39.3,420,0.93,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,4703 Main St,C,D,D,17.8,55.7,73.5,847,0.9,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,3760 Cedar St,D,C,B,13.7,37.9,51.6,679,0.9,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,7731 Washington Ave,F,D,D,34.8,125,159.8,1306,0.94,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,5889 Main St,B,D,F,4.6,15.5,20.1,442,0.93,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,5795 Market St,C,B,D,4.9,12.3,17.2,411,0.89,2025-10-26T17:00:57.487ZZ
90011,Los Angeles,CA,3801 Fulton St,D,B,D,25.7,98,123.7,787,0.92,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,2534 Market St,A,C,D,4.9,12.8,17.7,375,0.93,2025-10-26T17:00:57.487ZZ
10001,New York,NY,2703 Canal St,A,D,D,3.5,13,16.5,353,0.86,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,2631 Maple Ave,C,C,C,11.2,40.1,51.3,553,0.81,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,9826 Canal St,F,C,F,14.7,40.4,55.1,571,0.89,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,8330 Pine St,D,D,B,24.6,78.7,103.3,1124,0.9,2025-10-26T17:00:57.487ZZ
10001,New York,NY,3249 Market St,D,D,C,32.5,108,140.5,929,0.86,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,2857 Pine St,A,C,C,4.3,16.1,20.4,405,0.84,2025-10-26T17:00:57.487ZZ
10001,New York,NY,1731 1st Ave,B,F,B,8.4,27.5,35.9,442,0.86,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,373 Fulton St,C,D,D,12,37.8,49.8,601,0.9,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,5998 Collins Ave,D,F,D,20.4,62.5,82.9,883,0.85,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,9038 Market St,C,C,D,7.6,29.6,37.2,413,0.8,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,7106 Pine St,B,B,B,2.5,7,9.5,345,0.95,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,9911 Maple Ave,D,F,C,25.1,82,107.1,719,0.83,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,3732 Market St,C,C,F,17.6,60.7,78.3,680,0.91,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,4455 Mission St,D,C,D,33.1,88.6,121.7,859,0.82,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,261 1st Ave,D,D,A,16.3,54.8,71.1,735,0.84,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,774 1st Ave,B,C,D,7.8,27.4,35.2,572,0.81,2025-10-26T17:00:57.487ZZ
98101,Seattle,WA,4282 Broadway,D,C,D,12.7,45.8,58.5,583,0.95,2025-10-26T17:00:57.487ZZ
98101,Seattle,WA,8069 Main St,C,D,B,9.7,32.3,42,579,0.84,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,5688 Maple Ave,D,C,C,34,101.5,135.5,1366,0.91,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,6742 Pine St,D,B,D,23.3,81.4,104.7,962,0.85,2025-10-26T17:00:57.487ZZ
10001,New York,NY,6302 Collins Ave,D,C,C,15.2,53.4,68.6,811,0.91,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,6829 Maple Ave,B,B,D,9.4,26.7,36.1,474,0.82,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,2244 Mission St,D,D,D,7.1,23.7,30.8,430,0.91,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,9665 Cedar St,B,C,A,8,29,37,525,0.87,2025-10-26T17:00:57.487ZZ
11211,Brooklyn,NY,6103 Collins Ave,C,C,D,5.6,14,19.6,372,0.81,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,1782 Cedar St,B,D,C,4.2,15.6,19.8,391,0.82,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,5605 Pine St,A,D,D,4.4,13.9,18.3,420,0.84,2025-10-26T17:00:57.487ZZ
94103,San Francisco,CA,3241 Fulton St,D,B,D,30.3,94.5,124.8,1237,0.9,2025-10-26T17:00:57.487ZZ
10001,New York,NY,8185 Washington Ave,C,D,F,5.9,23.5,29.4,392,0.84,2025-10-26T17:00:57.487ZZ
10001,New York,NY,7131 Main St,F,C,F,12.8,40.2,53,672,0.87,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,7855 Peachtree St NE,B,A,F,4.4,13.9,18.3,426,0.85,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,4750 Canal St,C,B,F,15.8,53.6,69.4,835,0.87,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,8205 Canal St,B,D,D,6,15.5,21.5,470,0.86,2025-10-26T17:00:57.487ZZ
33132,Miami,FL,4651 Peachtree St NE,D,D,B,17.7,55.6,73.3,811,0.92,2025-10-26T17:00:57.487ZZ
94103,San Francisco,CA,8611 Peachtree St NE,B,C,D,7.2,25.4,32.6,492,0.82,2025-10-26T17:00:57.487ZZ
45202,Cincinnati,OH,7215 1st Ave,D,B,B,18.1,56.6,74.7,655,0.83,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,3966 Market St,F,D,C,20.8,76.3,97.1,607,0.91,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,5691 Collins Ave,F,C,F,33.2,110.1,143.3,1295,0.87,2025-10-26T17:00:57.487ZZ
98101,Seattle,WA,5281 Mission St,B,B,C,9.7,30.7,40.4,442,0.87,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,720 Maple Ave,C,C,C,19.2,72.2,91.4,605,0.89,2025-10-26T17:00:57.487ZZ
48201,Detroit,MI,7818 Mission St,C,D,C,4.9,16.7,21.6,422,0.94,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,4316 1st Ave,C,C,C,5.9,16.5,22.4,391,0.84,2025-10-26T17:00:57.487ZZ
73102,Oklahoma City,OK,4224 Mission St,D,D,C,10.1,33.8,43.9,528,0.88,2025-10-26T17:00:57.487ZZ
11201,Brooklyn,NY,9677 Lexington Ave,D,B,B,20.3,53.8,74.1,856,0.83,2025-10-26T17:00:57.487ZZ
96813,Honolulu,HI,8601 Elm St,D,B,D,29.1,102.4,131.5,837,0.85,2025-10-26T17:00:57.487ZZ
60601,Chicago,IL,4205 Broadway,D,B,C,27.9,77.5,105.4,1047,0.92,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,2900 Canal St,F,A,D,28.9,110.3,139.2,1181,0.9,2025-10-26T17:00:57.487ZZ
37203,Nashville,TN,7552 1st Ave,D,F,C,34.3,126.1,160.4,1041,0.88,2025-10-26T17:00:57.487ZZ
19104,Philadelphia,PA,3847 Cedar St,F,D,C,41.1,159.7,200.8,1686,0.86,2025-10-26T17:00:57.487ZZ
77002,Houston,TX,3646 Elm St,B,D,B,7.7,19.4,27.1,455,0.82,2025-10-26T17:00:57.487ZZ
10003,New York,NY,8564 Main St,A,C,B,4.9,17.4,22.3,393,0.81,2025-10-26T17:00:57.487ZZ
73301,Austin,TX,2827 Mission St,C,C,C,5.7,19.4,25.1,490,0.93,2025-10-26T17:00:57.487ZZ
94102,San Francisco,CA,2626 Broadway,D,B,C,15.3,59.2,74.5,883,0.85,2025-10-26T17:00:57.487ZZ
64106,Kansas City,MO,9423 Elm St,F,D,C,12.3,36.1,48.4,596,0.88,2025-10-26T17:00:57.487ZZ
10001,New York,NY,7273 Washington Ave,C,A,B,18.1,64.7,82.8,783,0.8,2025-10-26T17:00:57.487ZZ
20001,Washington,DC,946 Broadway,B,C,C,6.3,22.9,29.2,501,0.94,2025-10-26T17:00:57.487ZZ
33101,Miami,FL,5562 Main St,D,C,A,19.7,49.3,69,785,0.8,2025-10-26T17:00:57.487ZZ
72201,Little Rock,AR,4013 1st Ave,D,C,F,11.8,39.3,51.1,684,0.93,2025-10-26T17:00:57.487ZZ
30303,Atlanta,GA,7733 Washington Ave,D,B,D,31.5,115.8,147.3,943,0.89,2025-10-26T17:00:57.487ZZ
80202,Denver,CO,6405 Washington Ave,C,C,C,7.2,23.4,30.6,401,0.85,2025-10-26T17:00:57.487ZZ
